Item Number,Context
7.5.3.2,"multa moratória de 0,5% (zero vírgula cinco por cento) por dia de atraso injus Ɵﬁcado sobre o valor da parcela inadimplida, até o limite de 30 (trinta) dias;"
7.5.3.3,"em se tratando de inobservância do prazo ﬁxado para apresentação da garan Ɵa, ainda que seja para reforço, aplicar-se-á multa de 0,07% (sete centésimos por cento)"
7.5.3.4,as penalidades de multa decorrentes de fatos diversos serão consideradas independentes entre si;
7.5.3.5,"multa compensatória de 20% (vinte por cento) sobre o valor total do contrato, no caso de inexecução total do objeto;"
7.5.3.6,"em caso de inexecução parcial, a multa compensatória, no mesmo percentual do subitem acima, será aplicada de forma proporcional à obrigação inadimplida;"
7.5.3.7,"suspensão de licitar e impedimento de contratar com o órgão, en Ɵdade ou unidade administra Ɵva pela qual a Administração Pública opera e atua concretamente,"
7.5.3.8,impedimento de licitar e contratar com a União com o consequente descredenciamento no SICAF pelo prazo de até cinco anos;
7.5.3.9,"declaração de inidoneidade para licitar ou contratar com a Administração Pública, enquanto perdurarem os mo Ɵvos determinantes da punição ou até que seja"
7.5.4,"Também ﬁcam sujeitas às penalidades do art. 87, III e IV da Lei nº 8.666, de 1993, a Contratada que:SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w..."
7.5.4.2,tenha pra Ɵcado atos ilícitos visando a frustrar os obje Ɵvos da licitação;
7.5.4.3,demonstre não possuir idoneidade para contratar com a Administração em virtude de atos ilícitos pra Ɵcados.
7.5.5,"A Contratada também ﬁca sujeita a penalidades nos casos de reincidência de glosa nos indicadores de qualidade deﬁnidos neste termo de referência, da seguinte"
7.5.5.1,advertência - na primeira ocorrência.
7.5.5.2,"multa de 0,5% do valor do contrato - na segunda ocorrência."
7.5.5.3,"dobro do valor da multa a cada nova incidência, e/ou rescisão contratual - a par Ɵr da terceira ocorrência."
7.5.6,Sujeita-se a Contratada à multa de 10% do valor do contrato nos casos de não cumprimento dos prazos descritos nos itens 4.5.2.2 e 4.5.2.3.
7.5.7,"A aplicação de qualquer das penalidades previstas realizar-se-á em processo administra Ɵvo que assegurará o contraditório e a ampla defesa à Contratada, observando-"
7.5.8,"A autoridade competente, na aplicação das sanções, levará em consideração a gravidade da conduta do infrator, o caráter educa Ɵvo da pena, bem como o dano"
7.5.9,As penalidades serão obrigatoriamente registradas no SICAF.
7.6,Forma de Pagamento em Função dos Resultados
7.6.1,"Para o Item 1 do Grupo 1, os serviços serão pagos mensalmente, e o valor será dado pela divisão por 60 meses do valor global do item, condicionado a não haver"
7.6.1.1,Não cabe ressarcimento em mês posterior do que não foi pago por questões de serviço não executado.
7.6.1.2,"No caso de ser executada a migração da plataforma, o valor a ser pago neste Item poderá ser recalculado conforme descrito na seção ""ESPECIFICAÇÕES TÉCNICAS"""
7.6.2,"Para os Itens 2 e 3 do Grupo 1, cada serviço será pago conforme o aceite da ordem de serviço (OS) relacionada no mês subsequente ao do aceite."
7.6.3,"Para o Item 1 do Grupo 2, o pagamento será realizado por sprints completadas e aprovadas a cada mês, que são aquelas que ob Ɵveram a aprovação ﬁnal do usuário"
7.6.4,"O valor do produto poderá sofrer glosas conforme o não a Ɵngimento das condições previstas, como atrasos no início da execução, ultrapassagem de prazos, má"
7.6.5,"Os serviços são pagos conforme fechamento mensal, no mês subsequente ao aceite, em um único pagamento, no valor deﬁnido em contrato, obedecendo-se aos"
7.7,Do Pagamento
7.7.1,"O pagamento será efetuado mensalmente pela contratante no prazo de até 10 (dez) dias úteis, contados da apresentação da Nota Fiscal/Fatura contendo o"
7.7.2,"O pagamento somente será autorizado depois de efetuado o ""atesto"" pelo servidor competente, condicionado este ato à veriﬁcação da conformidade da Nota"
7.8,Alteração subje Ɵva
7.9,"É admissível a fusão, cisão ou incorporação da contratada com/em outra pessoa jurídica, desde que sejam observados pela nova pessoa jurídica todos os requisitos de"
8,ESTIMATIVA DE PREÇOS DA CONTRATAÇÃO
8.1,"[Grupo 1 - Item 1] Disponibilização, conﬁguração, manutenção e atualização da plataforma."
8.2,[Grupo 1 - Item 2] Apoio especializado na u Ɵlização da plataforma.
8.3,[Grupo 1 - Item 3] Serviço de migração da plataforma e aplicações.
8.4,[Grupo 2 - Item 4] Serviço de desenvolvimento de aplicações na plataforma (vide APÊNDICE I).
8.5,"Valor total da contratação (soma do total das tabelas acima):  R$ 6.762.343,92 (Seis milhões , setecentos e sessenta e dois mil , trezentos e quarenta e três reais e"
9,ADEQUAÇÃO ORÇAMENTÁRIA E CRONOGRAMA FÍSICO-FINANCEIRO
10,DA VIGÊNCIA DO CONTRATO
10.1,"Os serviços do Grupo 1 devem ser prestados por um período de 5 anos (60 meses) sem prorrogação, enquanto os serviços do Grupo 2 pelo período de 1 ano (12 meses)"
10.2,"Os grupos podem ser arrematados por empresas diferentes, ou pela mesma empresa, estando condicionado o Grupo 2 à plataforma vencedora do Grupo 1."
11,DO REAJUSTE DE PREÇOS (QUANDO APLICÁVEL)
11.1,Os preços são ﬁxos e irreajustáveis no prazo de um ano contado da data limite para a apresentação das propostas.
11.2,"Os preços contratados poderão sofrer reajuste após o interregno de um ano, aplicando-se o Índice de Custos de Tecnologia da Informação - ICTI - exclusivamente para"
11.3,"Nos reajustes subsequentes ao primeiro, o interregno mínimo de um ano será contado a par Ɵr dos efeitos ﬁnanceiros do úl Ɵmo reajuste."
11.4,"No caso de atraso ou não divulgação do índice de reajustamento, o CONTRATANTE pagará à CONTRATADA a importância calculada pela úl Ɵma variação conhecida,"
11.5,"Nas aferições ﬁnais, o índice u Ɵlizado para reajuste será, obrigatoriamente, o deﬁni Ɵvo."
11.6,"Caso o índice estabelecido para reajustamento venha a ser ex Ɵnto ou de qualquer forma não possa mais ser u Ɵlizado, será adotado, em subs Ɵtuição, o que vier a ser"
11.7,"Na ausência de previsão legal quanto ao índice subs Ɵtuto, as partes elegerão novo índice oﬁcial, para reajustamento do preço do valor remanescente, por meio de"
11.8,O reajuste será realizado por apos Ɵlamento.
12,CRITÉRIOS DE SELEÇÃO DO FORNECEDOR
12.1,"Regime, Tipo e Modalidade da Licitação"
12.1.1,"O regime de execução contratual será por preço unitário e a adjudicação será por grupo, conforme lei 8.666."
12.1.2,"A licitação será realizada na modalidade de Pregão Eletrônico, com julgamento pelo critério de menor valor por grupos, conforme valores apurados na planilha de"
12.1.3,"Para evitar conﬂitos de interesses, devido à separação das a Ɵvidades essenciais e crí Ɵcas de TI e em atenção ao art. 4º da IN nº 1 SGD/ME de 2019, segue abaixo"
12.1.3.1,"É vedada a par Ɵcipação de consórcio de empresas, qualquer que seja sua forma de cons Ɵtuição, face à divisão da licitação e contratação dos serviços por lote/item,"
12.1.3.2,"É vedada a par Ɵcipação de sociedades coopera Ɵvas ou associa Ɵvas, em razão do Decreto 2271/97 e Termo de Ajustamento de Conduta ﬁrmado entre a União e o"
12.2,JusƟﬁcaƟva para a Aplicação do Direito de Preferência e Margens de Preferência
12.2.1,"Será exigido que a licitante comprove capacidade técnica nas tecnologias e/ou serviços previstas no presente termo e seus anexos, assim, devem apresentar, no ato da"
12.2.2,Dever ser observado os art. 44 e 45 da lei complementar 123/2006.
12.2.3,"Para a comprovação da capacidade técnico-operacional das empresas licitantes, e desde que limitada, simultaneamente, às parcelas de maior relevância e valor"
12.3,Critérios de Habilitação – Qualiﬁcação Técnica (Art. 30 – Lei 8.666/93):
12.3.1,"Poderá o pregoeiro ou a equipe técnica responsável sanar a ausência de informações nas declarações citadas no quadro acima por meio de diligências, quando"
12.3.2,"Devido aos riscos rela Ɵvos a esta contratação, citados na etapa de planejamento, recomenda-se a avaliação criteriosa das possibilidades da empresa em manter"
12.4,Caracterização da Solução
12.4.1,Aquisição de Bens e serviços comuns (conforme parágrafo único do art. 25 da IN SGD/ME nº 01 de 2019).SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w...
12.5.1,O objeto a ser contratado é serviço classiﬁcado como comum nos termos da Lei 10.520/2002.
12.5.2,"Os serviços a serem contratados enquadram-se nos pressupostos do Decreto 9.507, de 2018, cons Ɵtuindo-se em a Ɵvidades materiais acessórias, instrumentais ou"
12.5.3,"A prestação dos serviços não gera vínculo emprega Ɵcio entre os empregados da Contratada e a Administração, vedando-se qualquer relação entre estes que"
12.5.4,Processo de Amostra da Ferramenta
12.5.4.1,"Atendidos os critérios da tabela acima, e os critérios de qualiﬁcação econômica deﬁnidos no edital, a licitante classiﬁcada em primeiro lugar no Grupo 1 deverá"
12.5.4.2,Se a amostra não atender aos requisitos poderá ser chamada a próxima licitante por ordem de classiﬁcação no certame para fazer a amostra de sua ferramenta.
12.5.4.3,"A contratante deﬁnirá a equipe que avaliará a amostra, que deverá conter, pelo menos, dois servidores da TI e mais um servidor."
12.5.4.4,"A licitante deverá disponibilizar proﬁssionais técnicos capacitados, tanto para apresentar as funcionalidades e capacidades da ferramenta, quanto para responder"
12.5.4.5,"O processo de amostra deverá ser feito u Ɵlizando-se das funcionalidades da ferramenta, em tempo real, e também através de documentação da ferramenta no que"
12.5.4.6,"O processo de amostra envolverá também o desenvolvimento de uma aplicação simples (CRUD) conforme critérios deﬁnidos pela equipe de avaliação da amostra,"
12.5.4.7,Não será permi Ɵdo o uso de ferramentas que não façam parte da plataforma para acelerar ou complementar a apresentação das capacidades da mesma.
12.5.4.8,Mais detalhes sobre o processo de amostra encontra-se no Anexo IV do Edital.
13,DA EQUIPE DE PLANEJAMENTO DA CONTRATAÇÃO E DA APROVAÇÃO
13.1,"A Equipe de Planejamento da Contratação foi ins Ɵtuída pela PORTARIA Nº 20/2022/COLIC/GECOL/GGAFI/DIGES/ANS, de 17 de maio de 2022."
13.2,"Conforme o §6º do art. 12 da IN SGD/ME nº 01, de 2019, o Termo de Referência será assinado pela Equipe de Planejamento da Contratação e pela autoridade máxima"
1,Informações Básicas
2,Descrição da necessidade
3,Área requisitante
4,Necessidades de Negócio
5,Necessidades Tecnológicas
1,Proﬁssionais com experiência em desenvolvimento ágil e na plataforma.
2,Proﬁssionais capacitados em levantamento de requisitos.
3,"Controle das demandas por proﬁssional com experiência em gestão de projeto, como preposto da empresa."
1,"Se a migração for para infraestrutura on-premise ou para uma nuvem que a contratada não dê suporte, ou que a ANS já possua, o valor cotado para serviço de nuvem"
2,"Se a migração for para uma nuvem a que a contratada dê suporte, e não sendo caso elencado no subitem anterior, a empresa poderá manter as condições contratuais de"
1,"Poderá ser solicitado, a qualquer momento, a exportação de aplicações para código fonte, conforme decisão da ANS, devendo o prazo ser deﬁnido na solicitação, sem que"
6,Demais requisitos necessários e suﬁcientes à escolha da solução de TIC
7,EsƟmaƟva da demanda - quan Ɵdade de bens e serviços
1,"A tabela abaixo mostra apenas alguns dos sistemas legados da ANS, muito u Ɵlizados pelas áreas de negócio, os quais precisam de melhoria e, por isso, se quer fazer a"
2,"Estes foram aqueles para os quais foi possível fazer um levantamento de telas e elementos de banco de dados para deﬁnir qual seria o tamanho em OAs, até o momento."
3,Por esta tabela percebe-se um total de 1630 OAs no total.
4,"A empresa Outsystems oferece uma quan Ɵdade de 750 OAs anuais para os clientes privados em seus contratos anuais, e, em contato com os representantes da empresa,"
5,"Assim, u Ɵlizando-se de uma correspondência, percebe-se que apenas nestas 7 aplicações a ANS teria um pouco mais de 2 anos de serviço na platarorma low-code."
6,"Aproveitando-se ainda da correspondência, pode-se mul Ɵplicar os 750 por 5 para es Ɵmar o quan ƟtaƟvo de OAs para 5 anos, que seria de 3750.SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w..."
9,Análise compara Ɵva de soluções
10,Registro de soluções consideradas inviáveis
11,Análise compara Ɵva de custos (TCO)
12,Descrição da solução de TIC a ser contratada
1,Aquisição (licenciamento) com serviços de implantação e atualização da plataforma.
2,Capacitação / mentoring para auxiliar proﬁssionais de infraestrutura.
3,Capacitação / mentoring para auxiliar a equipe de desenvolvimento de aplicações.
4,Serviço de desenvolvimento de aplicações na plataforma por algum período (um ano com possibilidade de prorrogação).
5,"Serviço na nuvem gerenciada pela contratada, mas não proprietária (possibilitando migração)."
6,Prazo de vigência de 5 anos para licenciamento e serviços de atualização da plataforma.
7,"Mensuração através da metodologia de OAs (Objetos de Aplicação, documento SEI nº 23844404)."
13,EsƟmaƟva de custo total da contratação
14,JusƟﬁcaƟva técnica da escolha da solução
16,Beneİcios a serem alcançados com a contratação
17,Providências a serem Adotadas
18,Declaração de Viabilidade
18.1,JusƟﬁcaƟva da Viabilidade com Restrições
19,Responsáveis
1,INTRODUÇÃO
1.1,"Este anexo descreve os critérios para a remuneração baseada em sprints a serem u Ɵlizados nos contratos relacionados, baseando-se nas deﬁnições da portaria"
1.2,Aplica-se em conjunto a metodologia de desenvolvimento de sistemas da ANS.
2,CRITÉRIOS
2.1,"Aplicam-se, em especial, os ar Ɵgo 4.5 e 5.3 da portaria 5.651/2022 SGD/ME."
2.2,Considera-se que cada sprint possui a duração de 2 (duas) semanas.
2.2.1,"Fase inicial - Planejamento do projeto: envolve a captura da visão do usuário, das necessidades e regras negociais, da deﬁnição do escopo do projeto e das principais"
2.2.1.1,"Resultados a serem entregues: Documento de visão, Regras de negócio, Plano de releases e Sprints e Backlog do produto."
2.3,"Na deﬁnição do backlog da sprint, deve-se monitorar a relação quan ƟtaƟva entre itens planejados e itens não planejados, com vistas a assegurar que o maior esforço"
2.4,"A execução dos serviços está condicionada à emissão de ordem de serviço, contendo, as informações que foram deﬁnidas na subseção ""Considerações Gerais"" da seção"
2.5,"Para ﬁns de gestão, cada Ɵpo de sprint deve estar associada a entrega de resultados aferidos por meio da métrica Pontos de história (Story Point)."
2.6,É vedada a previsão de sprints restritas a fases especíﬁcas do ciclo de desenvolvimento ou que caracterizem meros pontos de controle ou paradas ar Ɵﬁciais para reportar
3.1,A modalidade de remuneração por sprint baseia-se no pagamento por sprint executada.
3.2,"Considera-se uma sprint executada, quando o produto entregue ao ﬁnal da sprint corresponde ao conjunto de itens acordados no planejamento da sprint."
3.3,"Admite-se diferentes Ɵpos de sprints, que podem variar em função da composição mínima do Ɵme (quan Ɵdade e perﬁs) e do Ɵpo de tecnologia (ambientes como web,"
3.4,"Para cada Ɵpo de sprint, o valor a ser remunerado por sprint deve variar conforme sua capacidade de execução, devendo ser calculado a par Ɵr da composição de equipe"
3.5,A capacidade alocada para um determinado Ɵpo de sprint é atribuída por meio da unidade de medida Hora de Serviço Técnico - HST.
3.6,"Para calcular a capacidade total alocada a um Ɵpo de sprint, deve-se deﬁnir a composição da equipe que atuará no projeto e atribuir a cada perﬁl a sua capacidade diária"
4,COMPOSIÇÃO DE TIMES ÁGEIS E PREVISÃO DE CUSTOS POR SPRINT
4.1,Os Ɵmes ágeis deverão ser declarados no início do projeto e eventuais trocas de proﬁssionais deverão ser comunicadas à contratante.
4.2,"Problemas ocorridos na alocação e manutenção da equipe poderão incorrer na aplicação do Indicador de desmobilização de equipe, conforme descrito na seção"
4.3,Abaixo a descrição dos perﬁs proﬁssionais:
4.4,Abaixo a estrutura desejável para compar Ɵlhamento/alocação dos proﬁssionais:
4.5,"A previsão de custos mensais (e consequentemente os custos anuais) das sprints foi feito com base nas deﬁnições da portaria citada na introdução deste apêndice,"
1,QUANTITATIVOS DE USUÁRIOS
1.1,"De acordo com as informações levantadas frente ao mercado, existem dois Ɵpos de usuários iden Ɵﬁcados na u Ɵlização de aplicações, que são chamados de usuários"
1.1.1,Usuários internos: aqueles cujo acesso ao sistema é realizado através de conta associada ao e-mail da ins Ɵtuição. Entre estes enquadram-se os funcionários da agência.
1.1.2,Usuários externos: aqueles cujo acesso ao sistema é realizado através de conta associada a e-mail fora do domínio da ins Ɵtuição. Entre estes enquadram-se
1.1.3,Usuários não iden Ɵﬁcados: aqueles que u Ɵlizam os sistemas sem necessidade de uma conta. Geralmente relacionados a aplicações para uso do cidadão em geral. Não
2,APLICAÇÕES LEGADAS A SEREM DESENVOLVIDAS NA PLATAFORMA
2.1,A tabela abaixo lista as aplicações/sistemas legados que a agência pretende modernizar desenvolvendo na plataforma em um período de dois anos. Para dimensionar a
2.2,"Foram contados estes elementos nos sistemas atuais apenas para fornecer uma noção de dimensão, pois, para modernizá-los, deverá ser feito o processo de análise do"
2.3,"Em vista a fazer uma classiﬁcação dessas aplicações, deﬁniu-se a informação Dimensão na tabela acima, cujos valores são Pequeno, Médio e Grande, que são deﬁnidas"
2.3.1,Pequeno: 1 a 150
2.3.2,Médio: 151 a 350
2.3.3,Grande: 351 a 750
2.4,"Pode haver algumas mudanças de necessidade durante o período citado, e, além disso, algumas intervenções menores, como integração com serviços de governo, por"
1,AVALIAÇÃO DAS CARACTERÍSTICAS DA PLATAFORMA
1.1,"Nesta etapa, os proﬁssionais da licitante terão de demonstrar como a plataforma atende às caracterís Ɵcas listadas neste TR. Algumas caracterís Ɵcas deverão ser"
1.2,"A equipe de avaliação da amostra poderá fazer perguntas sobre cada caracterís Ɵca apresentada, que deverão ser respondidas pela licitante."
1.2.1,"A recusa, ou a incapacidade, em responder a algum dos ques Ɵonamentos sujeitará à reprovação da licitante."
1.2.2,"Caso haja mo Ɵvo para crer que algum ques Ɵonamento feito por algum dos membros da equipe seja irrelevante para a avaliação em questão, os demais membros da"
1.3,"A licitante poderá u Ɵlizar-se da internet para pesquisar algum documento ou informação que es Ɵver faltando, não podendo esta pesquisa demorar mais de  5 minutos . A"
1.4,"A plataforma deve ser integrada, como se fosse uma coisa única, assim, ela será considerada inapta se houver necessidade de sair da plataforma para entrar em outra"
1.4.1,"Será permi Ɵdo deslogar e logar com usuários diferentes na página da plataforma para apresentação de funcionalidades que requeiram perﬁs dis Ɵntos, desde que o"
1.4.2,Abaixo a tabela com as caracterís Ɵcas a serem avaliadas:
2,"DESENVOLVIMENTO, EXECUÇÃO E PUBLICAÇÃO DE APLICAÇÃO"
2.1,"Esta etapa visa veriﬁcar se a plataforma realmente permite um desenvolvimento ágil e, também, se é robusta e ágil para publicar e executar as aplicações."
2.2,"Para a realização desta etapa a contratada precisará ter a versão mais recente da plataforma implantada em sua nuvem com três ambientes de publicação das aplicações,"
2.2.1,São mo Ɵvos para desqualiﬁcar a plataforma e a licitante:
2.2.1.1,A licitante ultrapassar o tempo deﬁnido para todo o processo desta etapa.
2.2.1.2,A plataforma não conseguir promover de forma simples e transparente a aplicação desenvolvida entre os ambientes. A não transparência pode ser: necessitar
2.2.1.3,"A não validação de campos ao inserir ou alterar os dados, como CPF, data, números etc."
2.2.1.4,"Ocorrência de erro na aplicação, em qualquer das funcionalidades, quando a equipe de avaliação realizar seus testes."
2.2.1.5,"Não conseguir liberar a aplicação desenvolvida para a equipe de avaliação testar em qualquer um dos três ambientes, seja para teste no computador, seja para teste"
2.2.2,"É responsabilidade da licitante que a plataforma possua performance adequada para a realização das tarefas citadas, pois, não haverá paralisação do tempo até o ﬁm"
2.3,"A aplicação deverá funcionar em computador através de browser, Mozilla Firefox e Google Chrome (em suas versões recentes) e também em smartphone Android e iOS"
2.4,"Todo o processo de desenvolvimento, teste, inclusão de dados e publicação da aplicação será acompanhado pela equipe de avaliação via web."
2.5,"O tempo para todo o processo será de  40 minutos , e não poderá ser interrompido, nem pela equipe de avaliação, nem pela licitante, e compreenderá:"
2.5.1,Construção da aplicação em ambiente de desenvolvimento.
2.5.2,"Inclusão de dois ou três registros completos para teste, e avaliação da validação de campos."
2.5.3,"Teste de alteração e exclusão de registros, mantendo pelo menos dois registros na base."
2.5.4,Promoção da aplicação para ambiente de homologação.
2.5.5,"Inclusão de outros dois ou três registros completos e diferentes daqueles incluídos em desenvolvimento. Deverá ser feito fora da plataforma, em um browser em"
2.5.6,Promoção para o ambiente de produção.
2.5.7,"Inclusão de outros dois ou três registros completos e diferentes daqueles incluídos em desenvolvimento e homologação. Deverá ser feito fora da plataforma, de duas"
2.6,"Não excedendo o limite de tempo, após a publicação e inclusão dos dados em produção a contagem de tempo é encerrada, e a equipe de avaliação irá testar a aplicação"
2.6.1,"Deverá ser possível o teste dos três ambientes, para poder avaliar a independência da aplicação e seus dados em cada ambiente e a acessibilidade dos ambientes de"
2.7,Os requisitos da aplicação serão entregues ao licitante no dia da amostra.
1,"Conhecer e cumprir o disposto na Resolução Administra Ɵva – RA nº 62, de junho de 2015,  que dispõe sobre a Polí Ɵca de Segurança da Informação da ANS;"
2,"Tratar a informação como patrimônio e recurso que tem valor para a ANS, de modo a não pra Ɵcar quaisquer atos que possam afetar a conﬁdencialidade ou a"
3,"Guardar sigilo e zelar pela privacidade das informações conﬁdenciais a que Ɵver acesso, sem divulgá-las para pessoas não autorizadas;"
4,"Em casos em que haja dúvida acerca da natureza conﬁdencial ou não de uma informação, sempre tratá-la como sigilosa, até que venha a ser expressamente autorizado"
5,"UƟlizar com responsabilidade e devida cautela os dados e informações impressas ou nos sistemas informa Ɵzados da ANS, cer Ɵﬁcando-me de bloquear minha estação"
6,"Acessar somente as informações disponibilizadas pela ANS às quais estou autorizado, podendo responder, perante esta agência, auditorias ou autoridades do país, por"
7,"UƟlizar, exclusivamente para o desempenho das minhas a Ɵvidades proﬁssionais junto à ANS, as informações disponibilizadas e os sistemas/produtos cuja propriedade"
8,"Estar ciente de que toda informação armazenada e processada no ambiente computacional da ANS pode ser monitorada, registrada e u Ɵlizada em procedimentos de"
9,"Guardar segredo de minha auten Ɵcação de acesso (senha) ao ambiente computacional, não cedendo, não transferindo, não divulgando e nem permi Ɵndo o seu"
10,Informar à ANS sempre que exista a suposição de revelação da minha auten Ɵcação de acesso (senha) a terceiros;
11,"UƟlizar apenas produtos fornecidos pela ANS, com cópias originais e contratados/adquiridos oﬁcialmente e autorizados para o meu uso;"
12,"Seguir as orientações da GETI – Gerência de Tecnologia e Informação - rela Ɵvas à instalação, manutenção e uso adequado dos equipamentos;"
13,"Comunicar ao meu superior hierárquico a ocorrência de qualquer violação das regras acima, ainda que não intencional, bem como qualquer evento que implique em"
14,"Estar ciente de que todas as responsabilidades dispostas neste documento se aplicam igualmente a todos os recursos providos pela ANS, independentemente do local"
15,Estar ciente de que as responsabilidades dispostas neste documento perdurarão inclusive após a cessação do meu vínculo contratual com a ANS e abrangem as atuais
1,CLÁUSULA PRIMEIRA - OBJETO
1.1,"O objeto do presente instrumento é a contratação de serviços de comunicação de dados, interligando a Sede da ANS com todos os núcleos regionais, em território"
1.2,"Este Termo de Contrato vincula-se ao Edital do Pregão, iden Ɵﬁcado no preâmbulo e à proposta vencedora, independentemente de transcrição."
1.3,Objeto da contratação:                             
2,CLÁUSULA SEGUNDA - VIGÊNCIA
2.1,"O prazo de vigência deste Termo de Contrato é aquele ﬁxado no Edital, com início na data de .........../......../........ e encerramento em .........../........./........... "
2.2,A CONTRATADA não tem direito subje Ɵvo à prorrogação contratual.
3,CLÁUSULA TERCEIRA - PREÇO
3.1,"O valor mensal da contratação é de R$ ............ (......), perfazendo o valor total de R$ .......... (.....)."
3.2,"No valor acima estão incluídas todas as despesas ordinárias diretas e indiretas decorrentes da execução do objeto, inclusive tributos e/ou impostos, encargos sociais,"
3.3,"O valor acima é meramente es ƟmaƟvo, de forma que os pagamentos devidos à CONTRATADA dependerão dos quan ƟtaƟvos de serviços efe Ɵvamente prestados."
4,CLÁUSULA QUARTA - DOTAÇÃO ORÇAMENTÁRIA
4.1,"As despesas decorrentes desta contratação estão programadas em dotação orçamentária própria, prevista no orçamento da União, para o exercício de 2023 a 2028, na"
4.2,"No(s) exercício(s) seguinte(s), as despesas correspondentes correrão à conta dos recursos próprios para atender às despesas da mesma natureza, cuja alocação será feita"
5,CLÁUSULA QUINTA - PAGAMENTO
5.1,O prazo para pagamento à CONTRATADA e demais condições a ele referentes encontram-se deﬁnidos no Termo de Referência e no Anexo XI da IN SEGES/MP n. 5/2017.
6,CLÁUSULA SEXTA - REAJUSTE DE PREÇOS EM SENTIDO AMPLO
6.1,"As regras acerca do reajuste do valor contratual são as estabelecidas no Termo de Referência, anexo a este Contrato."
7,CLÁUSULA SÉTIMA - GARANTIA DE EXECUÇÃO
7.1,"Será exigida a prestação de garan Ɵa na presente contratação, conforme regras constantes do Termo de Referência."
8,CLÁUSULA OITAVA - REGIME DE EXECUÇÃO DOS SERVIÇOS E FISCALIZAÇÃO
8.1,"O regime de execução dos serviços a serem executados pela CONTRATADA, os materiais que serão empregados e a ﬁscalização pela CONTRATANTE são aqueles previstos"
9,CLÁUSULA NONA - OBRIGAÇÕES DA CONTRATANTE E DA CONTRATADA
9.1,"As obrigações da CONTRATANTE e da CONTRATADA (deveres e responsabilidades) são aquelas previstas no Termo de Referência, anexo do Edital.SEI/ANS - 27143694 - Edital de Licitação https://sei.ans.gov.br/controlador.php?acao=documento_imprimir_w..."
9.3,Os serviços em nuvem a serem contratados permi Ɵrão a portabilidade de dados e so Ōwares e que as informações do contratante estarão disponíveis para transferência
10,CLÁUSULA DÉCIMA - SANÇÕES ADMINISTRATIVAS
10.1,"As sanções relacionadas à execução do contrato são aquelas previstas no Edital e no Termo de Referência, que cons Ɵtui seu anexo."
11,CLÁUSULA DÉCIMA PRIMEIRA - RESCISÃO
11.1,O presente Termo de Contrato poderá ser rescindido:
11.1.1,"por ato unilateral e escrito da Administração, nas situações previstas nos incisos I a XII e XVII do art. 78 da Lei nº 8.666, de 1993, e com as consequências indicadas no"
11.1.2,"amigavelmente, nos termos do art. 79, inciso II, da Lei nº 8.666, de 1993."
11.2,"Os casos de rescisão contratual serão formalmente mo Ɵvados, assegurando-se à CONTRATADA o direito à prévia e ampla defesa."
11.3,"A CONTRATADA reconhece os direitos da CONTRATANTE em caso de rescisão administra Ɵva prevista no art. 77 da Lei nº 8.666, de 1993."
11.4,"O termo de rescisão, sempre que possível, será precedido de Relatório indica Ɵvo dos seguintes aspectos, conforme o caso:"
11.4.1,Balanço dos eventos contratuais já cumpridos ou parcialmente cumpridos;
11.4.2,Relação dos pagamentos já efetuados e ainda devidos;
11.4.3,Indenizações e multas.
12,CLÁUSULA DÉCIMA SEGUNDA - VEDAÇÕES E PERMISSÕES
12.1,"É vedado à CONTRATADA interromper a execução dos serviços sob alegação de inadimplemento por parte da CONTRATANTE, salvo nos casos previstos em lei."
12.2,"É permi Ɵdo à CONTRATADA caucionar ou u Ɵlizar este Termo de Contrato para qualquer operação ﬁnanceira, nos termos e de acordo com os procedimentos previstos na"
12.2.1,"A cessão de crédito, a ser feita mediante celebração de termo adi Ɵvo, dependerá de comprovação da regularidade ﬁscal e trabalhista da cessionária, bem como da"
12.2.2,"A crédito a ser pago à cessionária é exatamente aquele que seria des Ɵnado à cedente (contratada) pela execução do objeto contratual, com o desconto de eventuais"
13,CLÁUSULA DÉCIMA TERCEIRA - ALTERAÇÕES
13.1,"Eventuais alterações contratuais reger-se-ão pela disciplina do art. 65 da Lei nº 8.666, de 1993."
13.2,"A CONTRATADA é obrigada a aceitar, nas mesmas condições contratuais, os acréscimos ou supressões que se ﬁzerem necessários, até o limite de 25% (vinte e cinco por"
13.3,As supressões resultantes de acordo celebrado entre as partes contratantes poderão exceder o limite de 25% (vinte e cinco por cento) do valor inicial atualizado do
14,CLÁUSULA DÉCIMA QUARTA - DOS CASOS OMISSOS
14.1,"Os casos omissos serão decididos pela CONTRATANTE, segundo as disposições con Ɵdas na Lei nº 8.666, de 1993, na Lei nº 10.520, de 2002 e demais normas federais"
15,CLÁUSULA DÉCIMA QUINTA - PUBLICAÇÃO
15.1,"Incumbirá à CONTRATANTE providenciar a publicação deste instrumento, por extrato, no Diário Oﬁcial da União, no prazo previsto na Lei nº 8.666, de 1993."
16,CLÁUSULA DÉCIMA SEXTA - FORO
1,CLÁUSULA PRIMEIRA - OBJETO
